Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Tahoe,Dammam,Generalis Motors,Automatic,Saudi,Semi Full,2011,5.3,266000,56000
Taurus,Makkah,Ford,Automatic,Saudi,Semi Full,2016,3.5,175000,56008
Datsun,Riyadh,Nissan,Manual,Saudi,Standard,1989,2.4,249,11000
Taurus,Riyadh,Ford,Automatic,Other,Full,2015,3.0,217000,49000
D-MAX,Dammam,Other,Manual,Saudi,Standard,2015,2.5,445539,53000
Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Semi Full,2019,2.4,28000,68000
VTC,Qassim,Nissan,Manual,Gulf Arabic,Standard,2014,4.8,244000,50000
S,Riyadh,Mercedes,Automatic,Saudi,Full,2014,3.0,90000,220000
Fusion,Jazan,Ford,Automatic,Saudi,Standard,2012,2.5,219000,14500
Optima,Al-Medina,Kia,Automatic,Saudi,Full,2015,2.4,129744,49500
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2021,2.7,37000,1723
C,Jeddah,Mercedes,Automatic,Other,Full,2017,2.0,86000,105000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,237356,42000
Camry,Al-Baha,Toyota,Manual,Saudi,Standard,2008,2.4,388000,17000
CX9,Al-Ahsa,Mazda,Automatic,Saudi,Full,2016,2.5,229000,63000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,155000,35000
Senta fe,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2015,3.3,120,57000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2015,1.3,200000,25000
Other,Jeddah,Other,Manual,Other,Standard,2015,1.3,160000,14000
Innova,Al-Medina,Toyota,Automatic,Saudi,Standard,2015,2.7,122000,43000
Victoria,Jeddah,Ford,Automatic,Saudi,Full,2011,1.2,60000,55000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,4.6,125188,171500
Yukon,Jeddah,Generalis Motors,Automatic,Other,Semi Full,2002,5.3,300000,10000
Tahoe,Dammam,Generalis Motors,Automatic,Saudi,Semi Full,2020,5.7,99000,145000
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,36833,28500
S,Qassim,Mercedes,Automatic,Saudi,Full,2018,3.5,53700,320000
Innova,Jeddah,Toyota,Automatic,Saudi,Semi Full,2018,2.0,99000,64000
Range Rover,Riyadh,Land Rover,Automatic,Other,Full,2019,5.0,1800,350000
Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,82000,71000
Eado,Riyadh,Changan,Automatic,Saudi,Semi Full,2020,1.6,94182,44000
H1,Tabouk,Hyundai,Automatic,Gulf Arabic,Semi Full,2013,2.4,246,31000
Optima,Al-Medina,Kia,Automatic,Gulf Arabic,Full,2014,2.4,200,45000
Range Rover,Makkah,Land Rover,Automatic,Saudi,Full,2004,5.3,300000,22000
Rio,Makkah,Kia,Automatic,Other,Standard,2014,1.4,203331,20000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,127000,43000
Camry,Qassim,Toyota,Manual,Saudi,Standard,2001,1.4,300,13500
Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,157000,50000
F150,Qassim,Ford,Automatic,Saudi,Full,2014,3.2,200000,58000
Suburban,Riyadh,Generalis Motors,Automatic,Other,Full,2017,5.3,153000,162000
FJ,Aseer,Toyota,Automatic,Saudi,Full,2017,7.5,138000,118000
Other,Riyadh,Toyota,Automatic,Saudi,Standard,2016,1.6,160000,28000
Taurus,Al-Baha,Ford,Automatic,Other,Semi Full,2010,3.5,380,28000
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Standard,1998,3.5,3180003,10500
Yukon,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2008,1.6,250000,22000
Taurus,Dammam,Ford,Automatic,Other,Full,2018,3.5,100000,89000
Picanto,Dammam,Kia,Automatic,Other,Standard,2015,1.0,85000,18000
Fusion,Al-Ahsa,Ford,Automatic,Saudi,Standard,2016,2.5,80000,50000
Yaris,Al-Medina,Toyota,Automatic,Saudi,Standard,2016,1.5,160,26500
Duster,Riyadh,Renault,Automatic,Saudi,Standard,2018,2.0,117719,29500
Other,Dammam,Other,Automatic,Saudi,Full,2016,6.0,40000,620000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.6,120000,30000
Explorer,Dammam,Ford,Automatic,Saudi,Standard,2012,3.5,336000,35000
Hiace,Jeddah,Toyota,Manual,Saudi,Standard,2000,2.7,2000,12000
Expedition,Riyadh,Ford,Manual,Saudi,Full,2013,5.4,225299,66587
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,105739,26800
Yukon,Dammam,Generalis Motors,Automatic,Saudi,Full,2009,5.3,440000,45000
Odyssey,Riyadh,Honda,Automatic,Saudi,Full,2016,6.0,189000,57000
Optra,Jeddah,Generalis Motors,Automatic,Gulf Arabic,Full,2010,1.6,206000,8000
Duster,Riyadh,Renault,Automatic,Saudi,Standard,2017,2.0,83000,26000
Cerato,Al-Ahsa,Kia,Automatic,Saudi,Full,2015,2.0,104000,28000
Acadia,Jeddah,Generalis Motors,Automatic,Saudi,Full,2008,3.6,229000,19000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2015,2.4,173000,43000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2019,2.5,13136,99500
Camry,Al-Ahsa,Toyota,Manual,Saudi,Standard,2009,2.5,374000,25000
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2015,2.0,113000,100000
RX,Jeddah,Lexus,Automatic,Saudi,Standard,2015,3.5,70000,95000
Other,Riyadh,Changan,Automatic,Saudi,Full,2021,1.6,5000,44000
Charger,Riyadh,Dodge,Automatic,Other,Semi Full,2017,5.7,141000,108000
Explorer,Al-Medina,Ford,Automatic,Saudi,Semi Full,2014,3.5,168322,60000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2019,3.5,8968,81500
X,Riyadh,BMW,Automatic,Saudi,Full,2014,5.0,138000,105000
Hiace,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2015,2.7,23000,49000
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2015,1.4,500000,22000
Suburban,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2015,5.3,118000,91000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.6,238000,40500
Camry,Other,Toyota,Automatic,Saudi,Standard,2015,1.5,180,28000
RX5,Riyadh,Other,Automatic,Saudi,Full,2019,3.1,49000,1325
Hilux,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,2.7,95000,85000
Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2015,1.7,147000,65000
Cruze,Taef,Generalis Motors,Automatic,Saudi,Standard,2013,1.8,175,15000
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2020,4.0,20000,130000
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,65000,123000
Caprice,Dammam,Generalis Motors,Automatic,Other,Semi Full,2013,6.2,193000,44000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2019,2.4,5400,78000
Expedition,Dammam,Ford,Automatic,Saudi,Semi Full,2013,5.4,94000,60000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,5.6,336000,50000
C,Dammam,Mercedes,Automatic,Other,Full,2016,2.0,99000,129000
FJ,Jeddah,Toyota,Automatic,Saudi,Standard,2016,4.0,130,100000
S,Riyadh,Mercedes,Automatic,Other,Semi Full,2006,4.3,235115,15000
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2015,5.6,228000,130000
Other,Dammam,Mercedes,Automatic,Saudi,Full,2011,4.0,60000,170000
Accord,Al-Medina,Honda,Automatic,Gulf Arabic,Semi Full,2015,2.4,124040,75000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2015,4.6,83000,160000
Tahoe,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2015,5.3,71000,125000
Other,Riyadh,Other,Automatic,Saudi,Full,2017,2.5,82000,54000
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,4.6,42000,138000
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2018,2.7,175000,63000
ES,Makkah,Lexus,Automatic,Saudi,Semi Full,2021,2.5,3000,177000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,102000,27500
Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Full,2016,2.4,38000,63000
Copper,Dammam,Other,Automatic,Gulf Arabic,Full,2016,2.0,110000,83000
FJ,Taef,Toyota,Automatic,Saudi,Full,2012,4.0,348,65000
Other,Taef,Other,Automatic,Other,Full,2010,1.4,194,27000
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2018,1.0,68000,125000
Silverado,Al-Medina,Generalis Motors,Automatic,Saudi,Full,2014,8.0,48000,100000
Avalon,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,3.5,167,51000
Accord,Qassim,Honda,Automatic,Saudi,Semi Full,2016,2.4,15000,65000
Camry,Najran,Toyota,Manual,Saudi,Full,2005,1.6,360000,22000
H6,Dammam,Other,Automatic,Saudi,Semi Full,2020,2.0,5000,70000
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,106336,58500
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2012,2.0,202245,41000
Passat,Jeddah,Other,Automatic,Other,Full,2015,2.5,70000,73000
Expedition,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,5.4,81000,88000
Azera,Riyadh,Hyundai,Automatic,Saudi,Full,2018,3.5,50000,85000
Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2014,2.5,117000,43000
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2015,5.0,140000,260000
Other,Al-Ahsa,Kia,Automatic,Saudi,Full,2014,3.8,200350,40000
Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2019,1.0,67000,75000
Prestige,Riyadh,Genesis,Automatic,Saudi,Semi Full,2016,3.5,203000,78000
Hilux,Dammam,Toyota,Manual,Saudi,Full,2016,2.7,28000,94000
Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2015,1.6,116633,25500
Other,Dammam,Other,Automatic,Saudi,Full,2014,3.0,112000,95000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014,4.5,213000,138000
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2016,3.3,122000,50000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,2.0,71000,65000
C,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2018,2.0,57000,175000
CLA,Riyadh,Mercedes,Automatic,Saudi,Full,2017,2.0,103000,110000
E,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2017,2.0,98000,210000
A,Dammam,Mercedes,Automatic,Other,Full,2020,1.3,4700,165000
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.6,172600,35000
Other,Riyadh,Other,Automatic,Saudi,Standard,2012,1.6,12000,27000
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,83000,66000
Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2019,2.5,62000,1595
Mustang,Dammam,Ford,Manual,Other,Full,2010,4.6,170,42000
H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,179000,45000
Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2018,1.6,45000,54000
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2017,4.0,89000,75000
Elantra,Hail,Hyundai,Automatic,Saudi,Standard,2017,2.0,86000,34000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,91000,30000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2013,4.6,281000,135000
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2006,5.7,390000,74000
Optima,Riyadh,Kia,Automatic,Saudi,Full,2014,2.5,2002500,42000
6,Riyadh,Mazda,Automatic,Saudi,Standard,2019,2.5,129000,65000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.4,97000,68000
Camaro,Dammam,Generalis Motors,Automatic,Other,Full,2017,3.6,118000,113000
Tahoe,Jeddah,Generalis Motors,Automatic,Saudi,Standard,2013,5.3,300000,48000
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,75000,66000
Tahoe,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2013,5.3,342000,53000
6,Jeddah,Mazda,Automatic,Saudi,Standard,2018,2.5,198,55000
A6,Jeddah,Audi,Automatic,Saudi,Full,2016,3.0,77000,90000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,131000,35000
Charger,Abha,Dodge,Automatic,Saudi,Full,2013,5.7,216841,40000
Avalon,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,3.5,86000,87000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,104681,36500
S,Taef,Mercedes,Automatic,Gulf Arabic,Full,2015,1.8,113,240000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2015,4.7,345417,135000
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2019,3.5,108000,97000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,134946,37500
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,66000,1670
Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2016,3.5,111000,75000
Tucson,Jeddah,Hyundai,Automatic,Gulf Arabic,Standard,2015,2.0,66000,47000
Odyssey,Riyadh,Honda,Automatic,Saudi,Full,2010,3.5,260000,33000
Fusion,Dammam,Ford,Automatic,Saudi,Semi Full,2015,2.5,157000,47000
Rav4,Riyadh,Toyota,Manual,Saudi,Semi Full,2011,1.4,135000,25000
Other,Riyadh,Genesis,Automatic,Saudi,Semi Full,2016,3.5,179000,82000
Other,Riyadh,Renault,Automatic,Saudi,Full,2017,2.5,103503,64000
Sportage,Riyadh,Kia,Automatic,Saudi,Standard,2015,2.4,103885,41500
ES,Makkah,Lexus,Automatic,Saudi,Full,2021,3.5,25000,230000
Tahoe,Dammam,Generalis Motors,Automatic,Saudi,Standard,2015,5.3,199000,97000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2015,2.4,235575,47500
Other,Dammam,Other,Automatic,Gulf Arabic,Full,2016,3.0,42000,190000
Accord,Hail,Honda,Automatic,Other,Standard,2017,2.4,141000,55000
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2016,5.0,125000,245000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,58000,39000
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,3.5,280000,46000
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2010,4.0,317000,43000
Sierra,Makkah,Generalis Motors,Manual,Gulf Arabic,Standard,2002,1.4,252000,12500
Hilux,Other,Toyota,Automatic,Saudi,Full,2020,2.4,30000,147000
X-Trail,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,2.5,331612,46000
Innova,Jeddah,Toyota,Automatic,Saudi,Standard,2018,2.7,87000,70000
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2016,5.0,110000,255000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019,3.0,77000,77000
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2020,2.4,24000,120000
SEL,Dammam,Mercedes,Automatic,Other,Full,1990,6.2,79000,115000
Grand Cherokee,Makkah,Jeep,Automatic,Saudi,Full,2015,5.7,196,83000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,5.4,160000,85000
Prado,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2003,4.0,450000,30000
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.1,96000,81000
Patrol,Al-Ahsa,Nissan,Manual,Saudi,Semi Full,2004,4.8,350000,25000
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2019,2.0,48000,80000
Land Cruiser,Jeddah,Toyota,Automatic,Gulf Arabic,Semi Full,2020,5.7,124000,250000
Victoria,Jeddah,Ford,Automatic,Saudi,Full,2011,4.6,343000,29000
Silverado,Dammam,Generalis Motors,Automatic,Saudi,Semi Full,2018,8.0,97000,83000
Tucson,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2019,2.0,21000,75000
Other,Aseer,Other,Manual,Saudi,Full,2014,3.7,100,35000
Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2016,1.6,139000,36000
Impala,Jeddah,Generalis Motors,Automatic,Saudi,Full,2015,3.5,200007,45000
Prado,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2015,4.0,160000,98000
Tucson,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,2.0,16458,78500
Yukon,Jeddah,Generalis Motors,Automatic,Saudi,Standard,2021,5.3,4000,1000
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2016,5.0,58000,250000
Hilux,Jeddah,Toyota,Manual,Saudi,Full,2014,2.7,180000,52000
Other,Riyadh,Audi,Automatic,Saudi,Full,2007,7.0,180000,50000
E,Jeddah,Mercedes,Automatic,Gulf Arabic,Semi Full,2018,2.0,250000,105000
Prestige,Tabouk,Genesis,Automatic,Gulf Arabic,Semi Full,2015,3.8,85343,81000
Suburban,Jeddah,Generalis Motors,Automatic,Saudi,Semi Full,2001,5.3,300000,15000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2017,4.0,127453,166500
Cadenza,Riyadh,Kia,Manual,Gulf Arabic,Semi Full,2019,3.3,72000,88000
Furniture,Qassim,Toyota,Automatic,Saudi,Semi Full,2021,2.4,29000,145000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2019,4.6,38000,255000
Sierra,Riyadh,Generalis Motors,Automatic,Other,Semi Full,2020,5.3,15800,150000
Taurus,Dammam,Ford,Automatic,Saudi,Semi Full,2016,3.5,118000,65000
Charger,Al-Medina,Dodge,Automatic,Saudi,Semi Full,2019,3.6,56000,108000
FJ,Riyadh,Toyota,Automatic,Saudi,Full,2008,4.0,390000,52000
300,Riyadh,Chrysler,Automatic,Saudi,Semi Full,2014,3.5,272000,45000
6,Qassim,Mazda,Automatic,Saudi,Semi Full,2019,2.5,92000,70000
ES,Dammam,Lexus,Automatic,Gulf Arabic,Semi Full,2016,2.6,92000,98000
Accent,Al-Ahsa,Hyundai,Automatic,Saudi,Semi Full,2018,1.4,95000,41000
Other,Dammam,Hyundai,Automatic,Other,Full,2011,4.6,270,30000
Other,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2016,1.6,18000,39000
Sonata,Tabouk,Hyundai,Automatic,Gulf Arabic,Full,2016,1.5,73000,63000
Avalon,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,3.5,30000,127000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2013,4.0,105154,85000
Grand Cherokee,Aseer,Jeep,Automatic,Saudi,Full,2020,3.6,27150,165000
Sierra,Riyadh,Generalis Motors,Automatic,Saudi,Full,2014,6.2,118000,100000
Camry,Abha,Toyota,Automatic,Saudi,Standard,2009,1.6,300000,24000
Rav4,Najran,Toyota,Automatic,Saudi,Standard,2020,2.0,30000,93000
Avalon,Dammam,Toyota,Automatic,Saudi,Semi Full,2019,3.5,65000,123000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,105500,32000
Hilux,Riyadh,Toyota,Automatic,Saudi,Full,2021,2.4,4000,158500
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2016,1.6,270000,33000
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Semi Full,2015,3.0,125000,165000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,65000,30000
Camry,Al-Ahsa,Toyota,Automatic,Saudi,Full,2016,2.5,300000,50000
Silverado,Hail,Generalis Motors,Automatic,Saudi,Semi Full,2016,5.3,179000,95000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,98696,45000
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,2.0,47000,54000
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2015,2.4,173588,36500
Pajero,Aseer,Mitsubishi,Automatic,Saudi,Full,2018,3.8,62000,82000
Tucson,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,2.0,72000,54000
Edge,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2016,3.5,198000,69000
S,Al-Ahsa,Mercedes,Automatic,Other,Semi Full,1995,3.0,115,21000
Silverado,Abha,Generalis Motors,Automatic,Saudi,Semi Full,2014,5.3,164000,80000
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2019,2.7,37000,107000
Malibu,Khobar,Generalis Motors,Automatic,Saudi,Full,2015,2.4,175500,32000
Other,Tabouk,Other,Automatic,Saudi,Standard,2014,1.6,159,12000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,58000,35000
Other,Jeddah,Changan,Automatic,Saudi,Full,2019,2.0,47000,77000
X,Dammam,BMW,Automatic,Gulf Arabic,Semi Full,2017,3.0,71000,170000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2016,2.5,136111,53500
Impala,Riyadh,Generalis Motors,Automatic,Gulf Arabic,Standard,2017,3.5,89000,62000
Sunny,Riyadh,Nissan,Automatic,Saudi,Semi Full,2011,1.6,212000,15000
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2015,4.0,92000,165000
Prestige,Riyadh,Genesis,Automatic,Saudi,Standard,2016,3.8,131000,74000
Suburban,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2013,5.3,358000,55000
Avalon,Riyadh,Toyota,Automatic,Saudi,Standard,2008,3.5,320000,30000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.6,76014,48000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.0,4000,48000
Taurus,Makkah,Ford,Automatic,Saudi,Standard,2013,1.0,298,38000
Datsun,Makkah,Nissan,Manual,Saudi,Standard,2015,1.9,142000,39000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.6,16925,57500
ES,Al-Ahsa,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,99000,129000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,53000,35000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2011,1.4,108000,19000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.5,12000,42000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,49000,65000
Rav4,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,2.4,190000,60000
Other,Riyadh,Other,Automatic,Saudi,Full,2019,3.5,5000,90500
Copper,Jeddah,Other,Automatic,Gulf Arabic,Semi Full,2016,2.0,75000,80000
Marquis,Riyadh,Ford,Automatic,Saudi,Full,2011,4.6,114000,48000
Hiace,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2015,2.7,200000,47000
Suburban,Al-Medina,Generalis Motors,Automatic,Saudi,Semi Full,2005,5.3,260000,20000
Accent,Qassim,Hyundai,Manual,Saudi,Semi Full,2010,1.2,198,12000
Prado,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,80000,142000
Aveo,Jeddah,Generalis Motors,Manual,Saudi,Semi Full,2008,1.6,30000,4500
Malibu,Dammam,Generalis Motors,Automatic,Saudi,Semi Full,2017,2.5,175000,49000
Corolla,Riyadh,Toyota,Automatic,Saudi,Full,2003,1.0,50000,15000
Range Rover,Tabouk,Land Rover,Automatic,Saudi,Full,2006,5.0,300000,25000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2016,1.5,211000,20000
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2016,2.7,258000,62000
LX,Jeddah,Lexus,Automatic,Saudi,Full,2020,5.7,35000,395000
Durango,Jeddah,Dodge,Automatic,Saudi,Full,2012,6.0,284000,33000
C,Dammam,Mercedes,Automatic,Other,Full,2019,2.0,15000,175000
Victoria,Al-Ahsa,Ford,Automatic,Other,Semi Full,2011,4.6,230,28000
Ciocca,Riyadh,Toyota,Automatic,Saudi,Full,2009,5.7,343000,60000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,105499,25000
Cerato,Riyadh,Kia,Automatic,Other,Semi Full,2014,1.6,187,25000
Other,Riyadh,Kia,Automatic,Saudi,Semi Full,2014,1.6,157000,30000
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,314000,46000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,55000,57000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,28000,54000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.5,167000,80000
Malibu,Abha,Generalis Motors,Automatic,Saudi,Standard,2020,1.5,62000,57000
Vego,Jeddah,Ford,Automatic,Saudi,Standard,2019,1.5,26323,29500
Sorento,Riyadh,Kia,Automatic,Saudi,Standard,2015,3.3,94283,55500
Other,Riyadh,Other,Automatic,Gulf Arabic,Full,2020,1.2,8500,33000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2016,4.0,260000,53000
6,Qassim,Mazda,Automatic,Other,Standard,2016,2.5,122000,53000
Tahoe,Dammam,Generalis Motors,Automatic,Saudi,Standard,2016,5.3,124000,120000
Patrol,Dammam,Nissan,Automatic,Saudi,Semi Full,2014,5.6,200000,105000
Accent,Jeddah,Hyundai,Automatic,Saudi,Full,2020,1.6,34000,56000
Other,Jeddah,Renault,Automatic,Gulf Arabic,Standard,2020,1.6,6400,42000
Sonata,Other,Hyundai,Automatic,Other,Full,2015,2.0,110000,43000
Cerato,Riyadh,Kia,Automatic,Gulf Arabic,Standard,2016,1.6,118000,34000
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2015,3.6,142000,110000
Accord,Jeddah,Honda,Automatic,Saudi,Semi Full,2018,1.6,32000,97000
Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,2.0,124000,58500
Suburban,Aseer,Generalis Motors,Automatic,Saudi,Semi Full,2004,5.3,135000,18500
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018,3.5,80000,95000
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Standard,2015,3.5,103900,50000
Other,Riyadh,Hyundai,Manual,Saudi,Standard,2016,3.9,132852,85000
S,Aseer,Mercedes,Automatic,Saudi,Full,2008,1.0,190,65000
Sorento,Jubail,Kia,Automatic,Saudi,Full,2015,3.8,167160,43000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2019,2.5,88000,70000
Other,Dammam,Other,Automatic,Saudi,Full,1990,6.7,5000,500000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.3,210000,50000
Cruze,Makkah,Generalis Motors,Automatic,Saudi,Standard,2013,1.6,181000,10000
Cressida,Aseer,Toyota,Manual,Saudi,Semi Full,1996,2.4,8000,13000
C,Riyadh,Mercedes,Automatic,Other,Full,2016,2.0,120000,114000
Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,5.7,93000,145000
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2016,3.5,108000,79000
Sportage,Qassim,Kia,Automatic,Other,Semi Full,2016,1.7,90000,59000
H1,Makkah,Hyundai,Automatic,Other,Semi Full,2016,2.4,280000,32000
Tahoe,Riyadh,Generalis Motors,Automatic,Other,Full,2016,5.3,128000,164000
